Theatre_Name_Internal,Theatre_Name_Comparable,Circuit_Code,Circuit_Name,Metro,Metro_Rank,City,State,Postal_Code,Rtk_Theatre_No,Branch,Zone,Area,Date_Range_Gross,#_Screens,Latitude,Longitude,Prev_Year_Range_Gross,%,Period,Day,Fiscal_Week,Fiscal_Week_Count,Date,DayOfWeek,EEG,Category,Day_Count,Daily_MS
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY",3594,4,43.466349,-110.791599,2874,0.250521921,Period 3,Saturday,P3W5,13,23-03-2024,Weekend,,,86,0.0086%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX",3535.19,8,32.954786,-96.813248,,,Period 3,Saturday,P3W5,13,23-03-2024,Weekend,Consolidated,Es Vedra,86,0.0085%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown",2990,4,30.265765,-97.748139,2576,0.160714286,Period 3,Saturday,P3W5,13,23-03-2024,Weekend,Consolidated,Es Vedra,86,0.0072%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",2184,5,32.807606,-96.797888,2031,0.075332349,Period 3,Saturday,P3W5,13,23-03-2024,Weekend,Consolidated,Es Vedra,86,0.0052%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM",12942,11,35.683064,-105.949195,7698,0.6812159,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,,,87,0.0477%
Hooky Entertainment Fredericksburg + SDX,"EVO Entertainment Fredericksburg + EVX (Fredericksburg, VA)",EVOE,Es Vedra Cinemas,"Washington, DC (Hagrstwn)",8,Fredericksburg,VA,22407,991106,DC,Spotsylvania County,Fredericksburg VA,12709.23,12,38.288813,-77.510453,13237.75,-0.039925214,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0468%
Hooky Entertainment Waxahachie + IMAX,"EVO Entertainment Waxahachie + IMAX (Waxahachie, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Waxahachie,TX,75165,990959,DAL,Ellis County,"Waxahachie, TX",11912.53,13,32.400398,-96.816427,15602.99,-0.236522615,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0439%
Showbiz Cinemas Kingwood + SDX,"Showbiz Cinemas Kingwood + SDX (Kingwood, TX)",EVOE,Es Vedra Cinemas,Houston,10,Kingwood,TX,77339,991146,DAL,Harris County,"Houston, TX - Caney",11438.57,15,30.066985,-95.24388,11594.49,-0.013447767,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0422%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL",10765.93,10,25.469638,-80.477598,11567.66,-0.069307881,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0397%
Showbiz Cinemas Fall Creek + SDX,"Showbiz Cinemas Fall Creek + SDX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77396,991677,DAL,Harris County,"Houston, TX - Cypress",9620.14,10,29.93666,-95.241922,12391.66,-0.223660107,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0355%
Hooky Entertainment Delray Beach + SDX + IMAX,"EVO Entertainment Delray Beach + EVX + IMAX (Delray Beach, FL)",EVOE,Es Vedra Cinemas,West Palm Beach-Ft. Pierce,38,Delray Beach,FL,33446,991373,JAX,Palm Beach County,"Ft. Lauderdale, FL - Delray",8054.18,12,26.456924,-80.188727,7423.66,0.084933847,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0297%
Showbiz Cinemas Edmond + SDX,"Showbiz Cinemas Edmond + SDX (Edmond, OK)",EVOE,Es Vedra Cinemas,Oklahoma City,44,Edmond,OK,73034,991978,OC,Oklahoma County,"Edmond, OK",7987.8,10,35.685868,-97.420403,9854.65,-0.189438488,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0294%
Hooky Entertainment Baytown + IMAX,"Showbiz Cinemas Baytown + IMAX (Baytown, TX)",EVOE,Es Vedra Cinemas,Houston,10,Baytown,TX,77523,991646,DAL,Chambers County,"Baytown, TX",7799.22,10,29.819407,-94.896391,10222.74,-0.23707147,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0287%
Showbiz Cinemas Liberty Lakes + IMAX,"Showbiz Cinemas Liberty Lakes + IMAX (Houston, TX)",EVOE,Es Vedra Cinemas,Houston,10,Houston,TX,77049,991819,DAL,Harris County,"Houston, TX - East",5721.75,11,29.82475,-95.170264,7185.08,-0.203662311,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0211%
Hooky Entertainment Southlake Town Square + SDX,"EVO Entertainment Southlake Town Square + EVX (Southlake, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Southlake,TX,76092,990141,DAL,Tarrant County,"Fort Worth, TX - Grapevine",4893.5,8,32.944747,-97.128251,4847.89,0.009408217,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0180%
Movieworks 4,"Movieworks 4 (Jackson, WY)",EVOE,Es Vedra Cinemas,Idaho Fals-Pocatllo(Jcksn),160,Jackson,WY,83001-9408,5997,SLC,Teton County,"Jackson, WY",4568,4,43.466349,-110.791599,1961,1.329423763,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,,,87,0.0168%
Hooky Entertainment Cary + SDX,"EVO Entertainment Cary + EVX (Cary, NC)",EVOE,Es Vedra Cinemas,Raleigh-Durham (Fayetvlle),24,Cary,NC,27519,991650,CHA,Wake County,"Raleigh/Durham, NC - Research Triangle",3016.27,11,35.848878,-78.888894,3275.84,-0.079237692,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0111%
Times Square Grand Slam,"Times Square Grand Slam (Tyler, TX)",EVOE,Es Vedra Cinemas,Tyler-Longview(Lfkn&Ncgd),107,Tyler,TX,75703-3748,4189,DAL,Smith County,"Tyler, TX",2886.66,7,32.29244,-95.304449,5383.27,-0.46377202,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0106%
Violet Crown Charlottesville,"Violet Crown Charlottesville (Charlottesville, VA)",EVOE,Es Vedra Cinemas,Charlottesville,183,Charlottesville,VA,22902-5034,7514,DC,Charlottesville city,"Charlottesville, VA",2729,10,38.030841,-78.482517,1121,1.434433541,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0101%
Violet Crown Austin,"Violet Crown Austin (Austin, TX)",EVOE,Es Vedra Cinemas,Austin,47,Austin,TX,78701,991245,DAL,Travis County,"Austin, TX - Downtown",2590,4,30.265765,-97.748139,845,2.065088757,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0095%
Hooky Entertainment Addison + SDX,"EVO Entertainment Addison + EVX (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75254,991369,DAL,Dallas County,"Dallas, TX",2577.85,8,32.954786,-96.813248,,,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0095%
Bright Star Cinemas,"Bright Star Cinemas (Sulphur Springs, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Sulphur Springs,TX,75482,905233,DAL,Hopkins County,"Sulphur Springs, TX",2143.75,6,33.116679,-95.58774,3380.7,-0.365885763,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,,,87,0.0079%
Violet Crown Dallas,"Violet Crown Dallas (Dallas, TX)",EVOE,Es Vedra Cinemas,Dallas-Ft. Worth,5,Dallas,TX,75204,9312,DAL,Dallas County,"Dallas, TX - Love Field",1455,5,32.807606,-96.797888,1350,0.077777778,Period 3,Sunday,P3W5,13,24-03-2024,Weekend,Consolidated,Es Vedra,87,0.0054%
Violet Crown Santa Fe,"Violet Crown Santa Fe (Santa Fe, NM)",EVOE,Es Vedra Cinemas,Albuquerque-Santa Fe,45,Santa Fe,NM,87501,991638,DEN,Santa Fe County,"Santa Fe, NM",6306,11,35.683064,-105.949195,3752,0.680703625,Period 3,Monday,P3W5,13,25-03-2024,Weekday,,,88,0.0702%
Hooky Entertainment Homestead + SDX + IMAX,"EVO Entertainment Homestead + EVX + IMAX (Homestead, FL)",EVOE,Es Vedra Cinemas,Miami-Ft. Lauderdale,16,Homestead,FL,33030,992088,JAX,Miami-Dade County,"Homestead, FL",4491.86,10,25.469638,-80.477598,5609.33,-0.199216306,Period 3,Monday,P3W5,13,25-03-2024,Weekday,Consolidated,Es Vedra,88,0.0500%
